dishId,userId,rating
758,10592,5
758,3458,3
758,11336,5
758,10592,5
758,3458,3
758,14607,5
758,14607,5
758,2190,4
758,12353,5
758,14551,5
758,13315,5
758,2190,4
758,12353,5
758,14551,5
758,13315,5
758,8961,5
758,8961,5
758,18887,5
758,5279,5
758,17940,4
758,18887,5
758,5279,5
758,17940,4
758,12676,5
758,3696,5
758,12563,5
758,7327,5
758,12676,5
758,3696,5
758,12563,5
758,7327,5
758,17359,5
758,17359,5
758,1607,4
758,1607,4
758,5802,5
758,5802,5
758,2052,3
758,8306,2
758,384,5
758,4997,5
758,2052,3
758,8306,2
758,384,5
758,4997,5
758,5618,5
758,13953,5
758,5418,5
758,4427,5
758,4949,5
758,5618,5
758,13953,5
758,5418,5
758,4427,5
758,4949,5
758,10313,5
758,10313,5
758,3004,5
758,20060,5
758,3004,5
758,20060,5
758,20984,5
758,17611,5
758,10666,4
758,12864,5
758,9736,5
758,8625,5
758,16467,5
758,3107,5
758,8932,4
758,826,4
758,20984,5
758,17611,5
758,10666,4
758,12864,5
758,9736,5
758,8625,5
758,16467,5
758,3107,5
758,8932,4
758,826,4
758,4637,4
758,4637,4
758,865,5
758,8501,5
758,865,5
758,8501,5
74,12607,5
74,20689,4
74,12607,5
74,20689,4
74,20471,5
74,11254,5
74,659,1
74,18151,4
74,2701,4
74,299,5
74,3562,5
74,2125,5
74,9254,5
74,2894,5
74,4212,3
74,8318,2
74,15612,5
74,8691,5
74,15367,5
74,10165,5
74,6022,5
74,9685,5
74,19017,5
74,4731,5
74,18252,5
74,12224,5
74,3294,5
74,17911,5
74,9057,5
74,19420,5
74,18045,4
74,8387,5
74,4854,5
74,20471,5
74,11254,5
74,659,1
74,18151,4
74,2701,4
74,299,5
74,3562,5
74,2125,5
74,9254,5
74,2894,5
74,4212,3
74,8318,2
74,15612,5
74,8691,5
74,15367,5
74,10165,5
74,6022,5
74,9685,5
74,19017,5
74,4731,5
74,18252,5
74,12224,5
74,3294,5
74,17911,5
74,9057,5
74,19420,5
74,18045,4
74,8387,5
74,4854,5
74,15302,5
74,16771,5
74,2059,5
74,8571,3
74,4934,5
74,16449,1
74,4651,2
74,8628,4
74,16634,5
74,16847,3
74,16738,5
74,15302,5
74,16771,5
74,2059,5
74,8571,3
74,4934,5
74,16449,1
74,4651,2
74,8628,4
74,16634,5
74,16847,3
74,16738,5
74,14005,5
74,6554,5
74,20025,5
74,11766,5
74,17230,4
74,9514,4
74,14005,5
74,6554,5
74,20025,5
74,11766,5
74,17230,4
74,9514,4
74,8243,4
74,8243,4
74,620,4
74,10116,4
74,620,4
74,10116,4
74,15979,3
74,15979,3
74,2838,4
74,2838,4
74,18045,4
74,15682,5
74,18204,4
74,18045,4
74,15682,5
74,18204,4
74,2258,5
74,2258,5
74,17636,5
74,1372,5
74,11017,5
74,17636,5
74,1372,5
74,11017,5
74,12450,5
74,12450,5
74,19046,4
74,19046,4
74,16769,4
74,17343,1
74,16769,4
74,17343,1
803,16664,5
803,16664,5
803,13510,5
761,11824,5
761,17203,4
761,987,5
761,17910,5
761,10513,5
761,18036,5
761,18218,4
761,16920,5
761,9719,5
761,19133,4
761,9551,2
761,17891,5
761,6808,5
761,12502,4
761,2392,3
761,13823,5
761,11824,5
761,17203,4
761,987,5
761,17910,5
761,10513,5
761,18036,5
761,18218,4
761,16920,5
761,9719,5
761,19133,4
761,9551,2
761,17891,5
761,6808,5
761,12502,4
761,2392,3
761,13823,5
761,5127,5
761,17389,1
761,5127,5
761,17389,1
761,4703,4
761,1146,5
761,8950,4
761,12401,5
761,13069,3
761,10063,5
761,9785,5
761,16899,5
761,18017,4
761,16711,5
761,10937,5
761,2728,5
761,13503,5
761,19079,5
761,7852,5
761,19175,4
761,3306,4
761,9254,5
761,3702,5
761,15377,5
761,4529,5
761,10254,5
761,1245,5
761,7261,5
761,8725,5
761,17368,5
761,2207,4
761,1961,5
761,17485,3
761,1495,5
761,4703,4
761,1146,5
761,8950,4
761,12401,5
761,13069,3
761,10063,5
761,9785,5
761,16899,5
761,18017,4
761,16711,5
761,10937,5
761,2728,5
761,13503,5
761,19079,5
761,7852,5
761,19175,4
761,3306,4
761,9254,5
761,3702,5
761,15377,5
761,4529,5
761,10254,5
761,1245,5
761,7261,5
761,8725,5
761,17368,5
761,2207,4
761,1961,5
761,17485,3
761,1495,5
761,14269,5
761,8681,4
761,2045,5
761,4723,5
761,1941,3
761,11051,5
761,18393,4
761,17230,5
761,18569,5
761,17981,4
761,8075,5
761,9012,5
761,3039,5
761,14269,5
761,8681,4
761,2045,5
761,4723,5
761,1941,3
761,11051,5
761,18393,4
761,17230,5
761,18569,5
761,17981,4
761,8075,5
761,9012,5
761,3039,5
761,1201,5
761,11095,5
761,1201,5
761,11095,5
761,4955,5
761,12859,5
761,9324,5
761,14105,5
761,12333,5
761,3386,3
761,19397,5
760,8416,4
760,9775,5
760,15083,5
760,8435,4
760,18285,5
760,20947,5
760,8950,5
760,16314,4
760,2091,5
760,11824,5
760,17203,4
760,987,5
760,17910,5
760,10513,5
760,18036,5
760,18218,4
760,16920,5
760,9719,5
760,19133,4
760,9551,2
760,17891,5
760,6808,5
760,12502,4
760,2392,3
760,13823,5
760,11841,5
760,4703,4
760,1146,5
760,8950,4
760,12401,5
760,13069,3
760,10063,5
760,9783,5
760,16899,5
760,18017,4
760,16711,5
760,10937,5
760,2728,5
760,13503,5
760,19079,5
760,7852,5
760,19175,4
760,3306,4
760,9254,5
760,3702,5
760,15377,5
760,4529,5
760,10254,5
760,1245,5
760,7261,5
760,8725,5
760,17368,5
760,2207,4
760,1961,5
760,17485,3
760,1495,5
760,10579,5
760,5127,5
760,17389,1
760,14269,5
760,8681,4
760,2045,5
760,4723,5
760,1941,3
760,11051,5
760,18393,4
760,17230,5
760,18569,5
760,17981,4
760,8075,5
760,9012,5
760,3039,5
760,1891,5
760,5320,5
760,8434,5
760,14497,3
760,3582,5
804,9084,5
804,9084,5
804,19258,5
804,19258,5
209,9360,5
209,9360,5
209,14308,5
209,14308,5
209,4926,5
209,9584,5
209,17722,4
209,4601,5
209,4926,5
209,9584,5
209,17722,4
209,4601,5
209,448,5
209,448,5
303,2996,4
303,3284,3
303,8251,5
303,9284,5
303,15904,5
303,12895,3
303,744,3
303,14849,3
303,15001,5
303,18806,5
303,5043,5
303,18832,5
303,5953,5
303,13714,4
303,2477,5
303,11097,5
303,10271,5
303,5337,5
303,19855,4
303,9783,3
303,3305,3
303,1661,5
946,157,4
946,2416,5
946,157,4
946,2416,5
946,14904,5
946,14904,5
946,10319,5
946,13368,5
946,10319,5
946,13368,5
779,9881,5
779,14672,3
779,17537,5
779,7981,5
779,8641,5
779,20636,5
779,11279,5
779,18298,5
779,4556,5
779,5606,5
779,4564,4
779,10225,5
779,1237,5
779,1274,4
779,14767,4
779,4419,5
779,13652,5
779,14979,4
779,19534,5
779,203,5
779,18067,5
779,14929,5
779,6431,5
779,2329,5
779,14239,5
779,16634,4
779,9566,5
779,13256,5
779,14019,5
779,10604,5
779,9881,5
779,14672,3
779,17537,5
779,7981,5
779,8641,5
779,20636,5
779,11279,5
779,18298,5
779,4556,5
779,5606,5
779,4564,4
779,10225,5
779,1237,5
779,1274,4
779,14767,4
779,4419,5
779,13652,5
779,14979,4
779,19534,5
779,203,5
779,18067,5
779,14929,5
779,6431,5
779,2329,5
779,14239,5
779,16634,4
779,9566,5
779,13256,5
779,14019,5
779,10604,5
779,10346,5
779,12486,3
779,8046,5
779,5927,5
779,9880,5
779,5814,4
779,3689,5
779,14988,5
779,14952,5
779,4564,5
779,6321,4
779,582,5
779,11270,5
779,10035,5
779,19938,5
779,19410,5
779,14435,5
779,3488,1
779,9201,4
779,19047,5
779,8695,5
779,2592,4
779,20250,5
779,7426,5
779,10281,5
779,10434,4
779,14236,5
779,10347,5
779,9849,4
779,14744,5
779,10346,5
779,12486,3
779,8046,5
779,5927,5
779,9880,5
779,5814,4
779,3689,5
779,14988,5
779,14952,5
779,4564,5
779,6321,4
779,582,5
779,11270,5
779,10035,5
779,19938,5
779,19410,5
779,14435,5
779,3488,1
779,9201,4
779,19047,5
779,8695,5
779,2592,4
779,20250,5
779,7426,5
779,10281,5
779,10434,4
779,14236,5
779,10347,5
779,9849,4
779,14744,5
779,5978,5
779,1910,5
779,193,4
779,3147,4
779,8804,4
779,15562,5
779,4120,5
779,19560,5
779,7307,5
779,16847,5
779,14628,5
779,1817,5
779,13898,4
779,13974,4
779,14637,5
779,1743,5
779,16778,4
779,19826,5
779,3361,5
779,9080,5
779,1075,4
779,17367,5
779,1947,4
779,13246,5
779,6719,4
779,7646,5
779,16985,5
779,11017,4
779,133,5
779,17895,5
779,5978,5
779,1910,5
779,193,4
779,3147,4
779,8804,4
779,15562,5
779,4120,5
779,19560,5
779,7307,5
779,16847,5
779,14628,5
779,1817,5
779,13898,4
779,13974,4
779,14637,5
779,1743,5
779,16778,4
779,19826,5
779,3361,5
779,9080,5
779,1075,4
779,17367,5
779,1947,4
779,13246,5
779,6719,4
779,7646,5
779,16985,5
779,11017,4
779,133,5
779,17895,5
779,10356,5
779,13725,4
779,11050,5
779,18653,5
779,12434,5
779,17741,4
779,16018,5
779,15766,5
779,9045,5
779,6359,4
779,5429,5
779,9751,4
779,10356,5
779,13725,4
779,11050,5
779,18653,5
779,12434,5
779,17741,4
779,16018,5
779,15766,5
779,9045,5
779,6359,4
779,5429,5
779,9751,4
779,3753,5
779,20072,5
779,17443,5
779,8645,4
779,18833,5
779,17178,5
779,19920,5
779,16634,5
779,18710,5
779,18773,5
779,17847,5
779,16946,5
779,8586,5
779,17973,4
779,13347,5
779,1273,5
779,10455,5
779,1374,3
779,20691,5
779,2967,4
779,19977,4
779,3555,5
779,16332,4
779,15470,4
779,19487,5
779,15760,5
779,18051,5
779,9363,5
779,11382,5
779,9940,4
779,3753,5
779,20072,5
779,17443,5
779,8645,4
779,18833,5
779,17178,5
779,19920,5
779,16634,5
779,18710,5
779,18773,5
779,17847,5
779,16946,5
779,8586,5
779,17973,4
779,13347,5
779,1273,5
779,10455,5
779,1374,3
779,20691,5
779,2967,4
779,19977,4
779,3555,5
779,16332,4
779,15470,4
779,19487,5
779,15760,5
779,18051,5
779,9363,5
779,11382,5
779,9940,4
779,7572,3
779,12100,1
779,11572,4
779,11572,5
779,4702,5
779,17422,4
779,19597,4
779,6826,5
779,1007,5
779,6290,5
779,6342,4
779,15543,5
779,10049,5
779,16318,5
779,19692,5
779,19364,2
779,418,4
779,18240,4
779,14762,4
779,7572,3
779,12100,1
779,11572,4
779,11572,5
779,4702,5
779,17422,4
779,19597,4
779,6826,5
779,1007,5
779,6290,5
779,6342,4
779,15543,5
779,10049,5
779,16318,5
779,19692,5
779,19364,2
779,418,4
779,18240,4
779,14762,4
779,19326,5
779,10269,5
779,1964,5
779,5829,5
779,20098,5
779,12447,5
779,8780,3
779,12248,4
779,18742,5
779,11917,5
779,15383,5
779,842,5
779,14808,5
779,19326,5
779,10269,5
779,1964,5
779,5829,5
779,20098,5
779,12447,5
779,8780,3
779,12248,4
779,18742,5
779,11917,5
779,15383,5
779,842,5
779,14808,5
779,4441,4
779,6025,5
779,9738,5
779,10676,5
779,2015,4
779,8094,5
779,16054,5
779,15312,5
779,15768,5
779,20519,4
779,4134,2
779,19649,3
779,11467,5
779,6945,5
779,4417,5
779,12251,4
779,965,4
779,18793,5
779,16521,4
779,5205,5
779,20284,5
779,11971,5
779,11235,5
779,8337,4
779,9433,5
779,7348,5
779,6882,5
779,12926,5
779,14885,5
779,12963,4
779,4441,4
779,6025,5
779,9738,5
779,10676,5
779,2015,4
779,8094,5
779,16054,5
779,15312,5
779,15768,5
779,20519,4
779,4134,2
779,19649,3
779,11467,5
779,6945,5
779,4417,5
779,12251,4
779,965,4
779,18793,5
779,16521,4
779,5205,5
779,20284,5
779,11971,5
779,11235,5
779,8337,4
779,9433,5
779,7348,5
779,6882,5
779,12926,5
779,14885,5
779,12963,4
779,2309,5
779,15021,5
779,15128,5
779,5850,5
779,6662,5
779,15782,5
779,2309,5
779,15021,5
779,15128,5
779,5850,5
779,6662,5
779,15782,5
779,20867,5
779,6542,5
779,14665,5
779,9528,5
779,10148,5
779,15830,3
779,5621,5
779,19365,5
779,3465,5
779,3368,4
779,5588,3
779,15770,5
779,4259,5
779,1604,4
779,4181,5
779,4261,5
779,1260,5
779,3561,5
779,9210,5
779,2626,5
779,8413,5
779,9005,5
779,20017,5
779,3018,4
779,20867,5
779,6542,5
779,14665,5
779,9528,5
779,10148,5
779,15830,3
779,5621,5
779,19365,5
779,3465,5
779,3368,4
779,5588,3
779,15770,5
779,4259,5
779,1604,4
779,4181,5
779,4261,5
779,1260,5
779,3561,5
779,9210,5
779,2626,5
779,8413,5
779,9005,5
779,20017,5
779,3018,4
779,7560,5
779,19094,5
779,638,4
779,8965,5
779,20939,5
779,19866,5
779,12171,5
779,19,4
779,19235,5
779,17045,5
779,17384,5
779,17505,5
779,1093,5
779,2022,4
779,5566,5
779,6837,5
779,17592,5
779,6755,4
779,15324,5
779,14288,4
779,2745,5
779,15293,5
779,16946,5
779,9727,5
779,11915,5
779,12652,4
779,9518,5
779,7365,4
779,13734,5
779,16277,5
779,7560,5
779,19094,5
779,638,4
779,8965,5
779,20939,5
779,19866,5
779,12171,5
779,19,4
779,19235,5
779,17045,5
779,17384,5
779,17505,5
779,1093,5
779,2022,4
779,5566,5
779,6837,5
779,17592,5
779,6755,4
779,15324,5
779,14288,4
779,2745,5
779,15293,5
779,16946,5
779,9727,5
779,11915,5
779,12652,4
779,9518,5
779,7365,4
779,13734,5
779,16277,5
779,13488,5
779,7192,5
779,15311,5
779,16815,5
779,20028,5
779,8752,5
779,7222,5
779,16204,5
779,9140,5
779,8977,5
779,20953,5
779,10973,5
779,18957,4
779,9900,3
779,19681,5
779,15605,5
779,7984,3
779,19848,4
779,17547,5
779,10095,5
779,19919,5
779,19918,5
779,16101,5
779,11759,5
779,9778,5
779,69,5
779,14005,5
779,1788,5
779,1173,5
779,18998,5
779,13488,5
779,7192,5
779,15311,5
779,16815,5
779,20028,5
779,8752,5
779,7222,5
779,16204,5
779,9140,5
779,8977,5
779,20953,5
779,10973,5
779,18957,4
779,9900,3
779,19681,5
779,15605,5
779,7984,3
779,19848,4
779,17547,5
779,10095,5
779,19919,5
779,19918,5
779,16101,5
779,11759,5
779,9778,5
779,69,5
779,14005,5
779,1788,5
779,1173,5
779,18998,5
779,16695,5
779,5834,5
779,12139,5
779,10734,3
779,19520,5
779,12209,5
779,10106,4
779,436,5
779,5610,5
779,2004,5
779,17714,4
779,4589,5
779,9789,4
779,11198,5
779,20909,2
779,9593,5
779,2896,5
779,10397,5
779,5955,5
779,20732,5
779,8508,4
779,17238,5
779,9824,5
779,5977,5
779,19311,5
779,14529,4
779,999,5
779,11761,5
779,7727,5
779,19387,4
779,16695,5
779,5834,5
779,12139,5
779,10734,3
779,19520,5
779,12209,5
779,10106,4
779,436,5
779,5610,5
779,2004,5
779,17714,4
779,4589,5
779,9789,4
779,11198,5
779,20909,2
779,9593,5
779,2896,5
779,10397,5
779,5955,5
779,20732,5
779,8508,4
779,17238,5
779,9824,5
779,5977,5
779,19311,5
779,14529,4
779,999,5
779,11761,5
779,7727,5
779,19387,4
779,229,5
779,229,5
779,12793,5
779,12793,5
779,7077,5
779,13694,4
779,14087,5
779,19259,5
779,7783,4
779,1119,3
779,19274,4
779,13122,4
779,17493,5
779,8007,5
779,7966,5
779,7529,4
779,1523,5
779,9741,5
779,8505,5
779,4576,1
779,1013,5
779,7077,5
779,13694,4
779,14087,5
779,19259,5
779,7783,4
779,1119,3
779,19274,4
779,13122,4
779,17493,5
779,8007,5
779,7966,5
779,7529,4
779,1523,5
779,9741,5
779,8505,5
779,4576,1
779,1013,5
779,20902,5
779,15353,5
779,19268,4
779,11610,5
779,510,5
779,20902,5
779,15353,5
779,19268,4
779,11610,5
779,510,5
779,15651,5
779,2061,5
779,5125,5
779,9144,5
779,15651,5
779,2061,5
779,5125,5
779,9144,5
779,17289,5
779,20892,5
779,18024,5
779,1965,4
779,3054,4
779,8872,5
779,2990,4
779,17289,5
779,20892,5
779,18024,5
779,1965,4
779,3054,4
779,8872,5
779,2990,4
779,2850,5
779,2979,5
779,17857,5
779,2229,5
779,2772,5
779,17519,5
779,11917,5
779,8093,5
779,5602,5
779,5342,4
779,4180,5
779,12057,5
779,14253,5
779,2385,5
779,16890,5
779,2391,5
779,7487,5
779,19784,5
779,18845,5
779,12509,5
779,16516,5
779,18095,5
779,3126,5
779,17351,5
779,11546,5
779,10003,5
779,18197,5
779,4777,5
779,8388,5
779,7083,5
779,2850,5
779,2979,5
779,17857,5
779,2229,5
779,2772,5
779,17519,5
779,11917,5
779,8093,5
779,5602,5
779,5342,4
779,4180,5
779,12057,5
779,14253,5
779,2385,5
779,16890,5
779,2391,5
779,7487,5
779,19784,5
779,18845,5
779,12509,5
779,16516,5
779,18095,5
779,3126,5
779,17351,5
779,11546,5
779,10003,5
779,18197,5
779,4777,5
779,8388,5
779,7083,5
779,14539,5
779,1927,5
779,4811,5
779,12481,5
779,590,5
779,14539,5
779,1927,5
779,4811,5
779,12481,5
779,590,5
779,8842,5
779,8921,5
779,19247,5
779,6235,5
779,13191,5
779,8842,5
779,8921,5
779,19247,5
779,6235,5
779,13191,5
779,1672,5
779,4505,5
779,12799,5
779,16180,5
779,15263,5
779,19877,4
779,5737,5
779,7865,5
779,1672,5
779,4505,5
779,12799,5
779,16180,5
779,15263,5
779,19877,4
779,5737,5
779,7865,5
779,11178,5
779,13566,5
779,14688,5
779,7436,5
779,1780,4
779,11237,5
779,14114,5
779,8575,5
779,11338,4
779,8695,5
779,11327,5
779,9541,5
779,17604,5
779,19454,5
779,2532,5
779,11279,5
779,10978,4
779,19959,5
779,19591,4
779,9048,4
779,20305,5
779,18934,5
779,697,5
779,3161,5
779,8886,4
779,3980,5
779,11178,5
779,13566,5
779,14688,5
779,7436,5
779,1780,4
779,11237,5
779,14114,5
779,8575,5
779,11338,4
779,8695,5
779,11327,5
779,9541,5
779,17604,5
779,19454,5
779,2532,5
779,11279,5
779,10978,4
779,19959,5
779,19591,4
779,9048,4
779,20305,5
779,18934,5
779,697,5
779,3161,5
779,8886,4
779,3980,5
779,16784,5
779,6074,4
779,5511,5
779,9068,5
779,803,5
779,3180,3
779,13251,5
779,1540,4
779,14372,5
779,9886,5
779,13769,5
779,7089,5
779,11017,5
779,14616,5
779,3750,5
779,16784,5
779,6074,4
779,5511,5
779,9068,5
779,803,5
779,3180,3
779,13251,5
779,1540,4
779,14372,5
779,9886,5
779,13769,5
779,7089,5
779,11017,5
779,14616,5
779,3750,5
779,4498,5
779,12139,4
779,18573,5
779,4498,5
779,12139,4
779,18573,5
779,1878,5
779,14078,5
779,7420,5
779,9792,5
779,15114,5
779,5076,5
779,11001,5
779,1878,5
779,14078,5
779,7420,5
779,9792,5
779,15114,5
779,5076,5
779,11001,5
779,8627,5
779,7940,5
779,6191,5
779,5742,4
779,7795,5
779,3335,4
779,16997,5
779,5479,5
779,9816,5
779,13936,5
779,3166,5
779,14998,5
779,17127,5
779,879,5
779,3945,5
779,16704,5
779,14913,5
779,20563,5
779,2153,5
779,19266,5
779,6581,5
779,8617,5
779,10296,5
779,19743,5
779,15119,5
779,2853,4
779,9936,5
779,19098,5
779,5769,5
779,12643,4
779,8627,5
779,7940,5
779,6191,5
779,5742,4
779,7795,5
779,3335,4
779,16997,5
779,5479,5
779,9816,5
779,13936,5
779,3166,5
779,14998,5
779,17127,5
779,879,5
779,3945,5
779,16704,5
779,14913,5
779,20563,5
779,2153,5
779,19266,5
779,6581,5
779,8617,5
779,10296,5
779,19743,5
779,15119,5
779,2853,4
779,9936,5
779,19098,5
779,5769,5
779,12643,4
779,4979,3
779,3067,5
779,5265,4
779,554,4
779,5725,5
779,3641,4
779,5082,4
779,1705,5
779,15648,5
779,16673,3
779,10862,5
779,20142,5
779,9605,5
779,9481,5
779,8458,5
779,7115,5
779,10035,5
779,18904,5
779,11454,4
779,13529,5
779,3221,5
779,10035,4
779,13577,5
779,20375,5
779,15199,5
779,3492,5
779,14559,5
779,20938,5
779,9174,4
779,8078,5
779,4979,3
779,3067,5
779,5265,4
779,554,4
779,5725,5
779,3641,4
779,5082,4
779,1705,5
779,15648,5
779,16673,3
779,10862,5
779,20142,5
779,9605,5
779,9481,5
779,8458,5
779,7115,5
779,10035,5
779,18904,5
779,11454,4
779,13529,5
779,3221,5
779,10035,4
779,13577,5
779,20375,5
779,15199,5
779,3492,5
779,14559,5
779,20938,5
779,9174,4
779,8078,5
779,15380,5
779,3719,5
779,15380,5
779,3719,5
779,546,3
779,3667,5
779,14334,4
779,8365,5
779,20078,5
779,20790,5
779,3879,3
779,210,5
779,17683,5
779,2316,5
779,5512,5
779,18835,5
779,1279,5
779,17021,5
779,263,5
779,20039,4
779,1826,5
779,6481,5
779,18036,3
779,5650,4
779,4666,2
779,12291,5
779,546,3
779,3667,5
779,14334,4
779,8365,5
779,20078,5
779,20790,5
779,3879,3
779,210,5
779,17683,5
779,2316,5
779,5512,5
779,18835,5
779,1279,5
779,17021,5
779,263,5
779,20039,4
779,1826,5
779,6481,5
779,18036,3
779,5650,4
779,4666,2
779,12291,5
779,1758,5
779,19642,5
779,9542,4
779,17696,5
779,15,5
779,20890,5
779,2243,5
779,8328,5
779,5869,5
779,19730,5
779,7323,5
779,904,5
779,11321,5
779,10772,5
779,18102,5
779,20657,4
779,9937,4
779,16818,5
779,15212,5
779,13115,5
779,17129,5
779,4095,5
779,10463,4
779,17318,5
779,9490,5
779,2942,5
779,11352,5
779,12828,5
779,17605,5
779,20335,5
779,1758,5
779,19642,5
779,9542,4
779,17696,5
779,15,5
779,20890,5
779,2243,5
779,8328,5
779,5869,5
779,19730,5
779,7323,5
779,904,5
779,11321,5
779,10772,5
779,18102,5
779,20657,4
779,9937,4
779,16818,5
779,15212,5
779,13115,5
779,17129,5
779,4095,5
779,10463,4
779,17318,5
779,9490,5
779,2942,5
779,11352,5
779,12828,5
779,17605,5
779,20335,5
344,357,4
344,357,4
344,10044,1
344,10044,1
344,14253,4
344,14253,4
344,4546,5
344,4913,5
344,4546,5
344,4913,5
344,7304,5
344,8698,5
344,16870,5
344,16114,4
344,856,1
344,19549,5
344,7304,5
344,8698,5
344,16870,5
344,16114,4
344,856,1
344,19549,5
344,17105,3
344,17677,5
344,17105,3
344,17677,5
193,13758,5
193,13758,5
193,529,5
193,17318,5
193,15641,4
193,529,5
193,17318,5
193,15641,4
193,18250,5
193,18250,5
193,15717,4
193,9839,5
193,15717,4
193,9839,5
193,7708,5
193,7708,5
193,11632,5
193,10175,5
193,2280,4
193,5556,4
193,5644,4
193,7352,4
193,4223,5
193,19387,5
193,9254,5
193,9215,5
193,2621,5
193,4889,5
193,3945,3
193,7427,5
193,275,5
193,1795,4
193,6793,4
193,6701,4
193,9116,5
193,14544,4
193,20850,5
193,11020,4
193,17234,5
193,20129,4
193,3617,4
193,12535,5
193,19720,5
193,7691,5
193,14576,5
193,17604,3
193,11632,5
193,10175,5
193,2280,4
193,5556,4
193,5644,4
193,7352,4
193,4223,5
193,19387,5
193,9254,5
193,9215,5
193,2621,5
193,4889,5
193,3945,3
193,7427,5
193,275,5
193,1795,4
193,6793,4
193,6701,4
193,9116,5
193,14544,4
193,20850,5
193,11020,4
193,17234,5
193,20129,4
193,3617,4
193,12535,5
193,19720,5
